TheoremQA_jianyu_xu/pigeonhole_3.json	0	18695	1
TheoremQA_jianyu_xu/pigeonhole_2.json	0	18695	1
TheoremQA_elainewan/math_algebra_1.json	0	8569	1
TheoremQA_wenhuchen/eigen_value1.json	0	2723	1
TheoremQA_wenhuchen/eigen_value1.json	0	2724	1
TheoremQA_wenhuchen/definite_matrix1.json	0	20341	1
TheoremQA_wenhuchen/definite_matrix1.json	0	5725	1
TheoremQA_elainewan/math_algebra_1_2.json	0	21613	1
TheoremQA_elainewan/math_algebra_1_2.json	0	8569	1
TheoremQA_wenhuchen/L'Hôpital_rule1.json	0	11592	1
TheoremQA_elainewan/math_calculus_2_11.json	0	12011	1
TheoremQA_elainewan/math_calculus_2_11.json	0	12010	1
TheoremQA_elainewan/math_calculus_2_11.json	0	20761	1
TheoremQA_elainewan/math_calculus_2_11.json	0	12012	1
TheoremQA_elainewan/math_algebra_4.json	0	17877	1
TheoremQA_elainewan/math_algebra_4.json	0	21198	1
TheoremQA_elainewan/math_algebra_4.json	0	11115	1
TheoremQA_elainewan/math_algebra_4.json	0	9996	1
TheoremQA_panlu/similarity2.json	0	22806	1
TheoremQA_panlu/similarity2.json	0	14371	1
TheoremQA_xinyi/maximum_entropy_2.json	0	2371	1
TheoremQA_maxku/signalprocessing11-nyquist.json	0	8547	1
TheoremQA_jianyu_xu/Stirling_number_first_kind_5.json	0	15792	1
TheoremQA_maxku/ipnetwork13-hammingdist.json	0	14101	1
TheoremQA_xinyi/linear_projection.json	0	18400	1
TheoremQA_mingyin/Lebesgue-measure1.json	0	11426	1
TheoremQA_mingyin/Lebesgue-measure1.json	0	16984	1
TheoremQA_mingyin/series2.json	0	8388	1
TheoremQA_wenhuchen/ODE2.json	0	2380	1
TheoremQA_wenhuchen/ODE2.json	0	21600	1
TheoremQA_wenhuchen/ODE2.json	0	21599	1
TheoremQA_wenhuchen/ODE2.json	0	20418	1
TheoremQA_wenhuchen/Liouville’s_theorem1.json	0	20530	1
TheoremQA_wenhuchen/Liouville’s_theorem1.json	0	14493	1
TheoremQA_wenhuchen/Liouville’s_theorem1.json	0	11018	1
TheoremQA_panlu/rigid-body3.json	0	230	1
TheoremQA_panlu/rigid-body3.json	0	15865	1
TheoremQA_elainewan/math_algebra_5.json	0	12648	1
TheoremQA_elainewan/math_algebra_5.json	0	18400	1
TheoremQA_xueguangma/taylors_approximation_theorem.json	0	9282	1
TheoremQA_xueguangma/taylors_approximation_theorem.json	0	9280	1
TheoremQA_mingyin/cauchy-integral-theorem1.json	0	16899	1
TheoremQA_jianyu_xu/Ramsey_4.json	0	7627	1
TheoremQA_jianyu_xu/Ramsey_4.json	0	20117	1
TheoremQA_wenhuchen/ODE3.json	0	8264	1
TheoremQA_wenhuchen/ODE3.json	0	5197	1
TheoremQA_wenhuchen/ODE3.json	0	5201	1
TheoremQA_wenhuchen/t_test1.json	0	9320	1
TheoremQA_wenhuchen/t_test1.json	0	4138	1
TheoremQA_jianyu_xu/Ramsey_2.json	0	7627	1
TheoremQA_jianyu_xu/Ramsey_2.json	0	20117	1
TheoremQA_wenhuchen/viterbi2.json	0	5461	1
TheoremQA_elainewan/math_algebra_3_2.json	0	20819	1
TheoremQA_elainewan/math_algebra_3_2.json	0	12693	1
TheoremQA_elainewan/math_algebra_3_2.json	0	20859	1
TheoremQA_elainewan/math_calculus_12.json	0	15210	1
TheoremQA_elainewan/econ_micro_7.json	0	7665	1
TheoremQA_xinyi/dag_2.json	0	3778	1
TheoremQA_xinyi/dag_2.json	0	21475	1
TheoremQA_xinyi/dag_2.json	0	23699	1
TheoremQA_wenhuchen/t_test2.json	0	9320	1
TheoremQA_wenhuchen/t_test2.json	0	4138	1
TheoremQA_jianyu_xu/Stirling_number_second_kind_3.json	0	8903	1
TheoremQA_jianyu_xu/Stirling_number_second_kind_3.json	0	16950	1
TheoremQA_jianyu_xu/Stirling_number_second_kind_3.json	0	17948	1
TheoremQA_jianyu_xu/Stirling_number_second_kind_3.json	0	17363	1
TheoremQA_wenhuchen/Rolle's_theorem.json	0	10794	1
TheoremQA_wenhuchen/Rolle's_theorem.json	0	20759	1
TheoremQA_jianyu_xu/Catalan_2.json	0	17913	1
TheoremQA_wenhuchen/cauchy_integral1.json	0	16899	1
TheoremQA_jianyu_xu/Multinomial_2.json	0	10463	1
TheoremQA_jianyu_xu/Multinomial_2.json	0	10462	1
TheoremQA_wenhuchen/kepler's_law1.json	0	11654	1
TheoremQA_jianyu_xu/pigeonhole_4.json	0	18695	1
TheoremQA_jianyu_xu/pigeonhole_4.json	0	13467	1
TheoremQA_jianyu_xu/Stirling_number_second_kind_5.json	0	8903	1
TheoremQA_xinyi/dag_3.json	0	23699	1
TheoremQA_jianyu_xu/Graph_2.json	0	17301	1
TheoremQA_jianyu_xu/Graph_2.json	0	16790	1
TheoremQA_jianyu_xu/Multinomial_1.json	0	10463	1
TheoremQA_jianyu_xu/Multinomial_1.json	0	10462	1
TheoremQA_jianyu_xu/Multinomial_1.json	0	19708	1
TheoremQA_jianyu_xu/Cayley_3.json	0	16790	1
TheoremQA_wenhuchen/trapezoidal_rule3.json	0	17471	1
TheoremQA_elainewan/math_calculus_3_8.json	0	15210	1
TheoremQA_jianyu_xu/Binomial_5.json	0	13011	1
TheoremQA_jianyu_xu/Binomial_5.json	0	19708	1
TheoremQA_jianyu_xu/Multinomial_4.json	0	10463	1
TheoremQA_jianyu_xu/Multinomial_4.json	0	10462	1
TheoremQA_panlu/similarity3.json	0	14371	1
TheoremQA_wenhuchen/t_test3.json	0	9320	1
TheoremQA_wenhuchen/t_test3.json	0	4138	1
TheoremQA_jianyu_xu/Binomial_4.json	0	10463	1
TheoremQA_jianyu_xu/Binomial_4.json	0	13011	1
TheoremQA_jianyu_xu/Binomial_4.json	0	17901	1
TheoremQA_wenhuchen/kepler's_law3.json	0	10831	1
TheoremQA_wenhuchen/kepler's_law3.json	0	11654	1
TheoremQA_jianyu_xu/pigeonhole_1.json	0	18695	1
TheoremQA_jianyu_xu/pigeonhole_1.json	0	13467	1
TheoremQA_jianyu_xu/Ramsey_3.json	0	7627	1
TheoremQA_jianyu_xu/Ramsey_3.json	0	20117	1
TheoremQA_jianyu_xu/Catalan_1.json	0	17913	1
TheoremQA_jianyu_xu/Binomial_3.json	0	13011	1
TheoremQA_jianyu_xu/Binomial_3.json	0	17198	1
TheoremQA_jianyu_xu/Binomial_3.json	0	19708	1
TheoremQA_jianyu_xu/Multinomial_3.json	0	10463	1
TheoremQA_jianyu_xu/Multinomial_3.json	0	10462	1
TheoremQA_wenhuchen/jensen1.json	0	11618	1
TheoremQA_wenhuchen/jensen1.json	0	11619	1
TheoremQA_wenhuchen/jensen1.json	0	11617	1
TheoremQA_panlu/gravitational_force2.json	0	3830	1
TheoremQA_panlu/gravitational_force2.json	0	5249	1
TheoremQA_wenhuchen/Liouville’s_theorem2.json	0	20530	1
TheoremQA_wenhuchen/Liouville’s_theorem2.json	0	14493	1
TheoremQA_wenhuchen/Liouville’s_theorem2.json	0	11018	1
TheoremQA_mingyin/Fundamental-Theorem-of-Calculus3.json	0	11986	1
TheoremQA_mingyin/convexity1.json	0	23033	1
TheoremQA_tonyxia/maxplanar3.json	0	14139	1
TheoremQA_tonyxia/maxplanar3.json	0	11239	1
TheoremQA_jianyu_xu/Binomial_6.json	0	10463	1
TheoremQA_jianyu_xu/Binomial_6.json	0	17218	1
TheoremQA_jianyu_xu/Binomial_6.json	0	13011	1
TheoremQA_jianyu_xu/Binomial_6.json	0	17901	1
TheoremQA_elainewan/math_algebra_4_3.json	0	22723	1
TheoremQA_xueguangma/intermediate_value_theorem.json	0	12011	1
TheoremQA_xueguangma/intermediate_value_theorem.json	0	17066	1
TheoremQA_xueguangma/intermediate_value_theorem.json	0	20761	1
TheoremQA_xueguangma/intermediate_value_theorem.json	0	12012	1
TheoremQA_xueguangma/intermediate_value_theorem.json	0	13939	1
TheoremQA_xueguangma/intermediate_value_theorem.json	0	18841	1
TheoremQA_xueguangma/intermediate_value_theorem.json	0	12010	1
TheoremQA_tonyxia/maxplanar1.json	0	14139	1
TheoremQA_tonyxia/maxplanar1.json	0	11239	1
TheoremQA_jianyu_xu/Multinomial_6.json	0	10462	1
TheoremQA_elainewan/math_algebra_7_2.json	0	2723	1
TheoremQA_elainewan/math_algebra_7_2.json	0	2724	1
TheoremQA_elainewan/math_calculus_2_7.json	0	21758	1
TheoremQA_elainewan/math_calculus_2_7.json	0	21762	1
TheoremQA_elainewan/math_calculus_2_7.json	0	10521	1
TheoremQA_xinyi/dag_1.json	0	3778	1
TheoremQA_xinyi/dag_1.json	0	13468	1
TheoremQA_xinyi/dag_1.json	0	23699	1
TheoremQA_jianyu_xu/Ramsey_5.json	0	7627	1
TheoremQA_jianyu_xu/Ramsey_5.json	0	20117	1
TheoremQA_jianyu_xu/Binomial_2.json	0	10463	1
TheoremQA_jianyu_xu/Ramsey_6.json	0	7627	1
TheoremQA_jianyu_xu/Ramsey_6.json	0	20117	1
TheoremQA_wenhuchen/series_convergen2.json	0	8392	1
TheoremQA_wenhuchen/series_convergen2.json	0	11276	1
TheoremQA_wenhuchen/series_convergen2.json	0	15648	1
TheoremQA_wenhuchen/series_convergen2.json	0	8388	1
